2125.57752 14.727 0.004
2129.65745 14.718 0.003
2132.59997 14.719 0.003
2135.73822 14.706 0.003
2140.69996 14.728 0.004
2144.58780 14.715 0.003
2160.56895 14.715 0.003
2175.61042 14.711 0.004
2187.54581 14.724 0.003
2206.54077 14.705 0.004
2331.88185 14.716 0.003
2355.85621 14.715 0.003
2364.91366 14.713 0.004
2372.81439 14.696 0.003
2403.86910 14.700 0.003
2411.81771 14.717 0.003
2414.75251 14.706 0.003
2416.78783 14.709 0.003
2424.88315 14.723 0.004
2428.78265 14.715 0.003
2432.82714 14.711 0.004
2434.69302 14.712 0.003
2436.74907 14.714 0.003
2436.76483 14.711 0.003
2438.71887 14.697 0.003
2440.75205 14.695 0.003
2443.72127 14.695 0.004
2445.60223 14.706 0.003
2448.59845 14.722 0.004
2453.84246 14.691 0.004
2455.67398 14.688 0.003
2456.55400 14.714 0.004
2458.69089 14.704 0.003
2460.76328 14.699 0.004
2463.51248 14.716 0.003
2466.72204 14.711 0.003
2468.59455 14.709 0.003
2470.59787 14.703 0.003
2472.63070 14.716 0.003
2484.59267 14.710 0.003
2486.68543 14.707 0.004
2490.65194 14.705 0.004
2493.61411 14.701 0.003
2495.68548 14.708 0.003
2497.76947 14.722 0.004
2498.47886 14.712 0.003
2500.50361 14.701 0.003
2502.53642 14.709 0.003
2508.63574 14.704 0.003
2512.58316 14.721 0.004
2517.62502 14.708 0.003
2520.55186 14.716 0.003
2526.64086 14.707 0.003
2537.62049 14.704 0.004
2542.48786 14.708 0.004
2547.55530 14.715 0.003
2551.59276 14.728 0.004
2556.54620 14.706 0.004
2564.50338 14.698 0.004
2575.50200 14.715 0.004
2706.88834 14.718 0.003
2714.87260 14.714 0.003
2728.90371 14.710 0.004
2733.88488 14.722 0.004
2744.87228 14.709 0.003
2753.85795 14.724 0.004
2756.92770 14.731 0.004
2760.87070 14.712 0.003
2766.92387 14.732 0.004
2770.79464 14.727 0.004
2783.73926 14.717 0.003
2785.85121 14.731 0.004
2786.90463 14.725 0.004
2789.71485 14.707 0.003
2791.69601 14.726 0.004
2794.91570 14.704 0.003
2796.78184 14.729 0.003
2797.94452 14.723 0.004
2803.63644 14.731 0.005
2809.68801 14.722 0.003
2810.85486 14.720 0.003
2811.88664 14.723 0.004
2813.68344 14.727 0.004
2814.70567 14.726 0.004
2816.56873 14.719 0.003
2818.55622 14.710 0.004
2820.72135 14.724 0.004
2826.72182 14.712 0.004
2834.75826 14.714 0.004
2836.70274 14.710 0.003
2837.60001 14.718 0.004
2839.64829 14.720 0.004
2841.67075 14.717 0.004
2843.59656 14.697 0.003
2845.62592 14.712 0.004
2850.48349 14.707 0.004
2852.49879 14.700 0.004
2854.49639 14.706 0.004
2856.68609 14.710 0.004
2858.65144 14.706 0.003
2862.57802 14.713 0.004
2865.68734 14.722 0.003
2868.56714 14.707 0.003
2876.55793 14.712 0.004
2879.60209 14.709 0.004
2885.49698 14.703 0.004
2894.60480 14.697 0.004
2898.58968 14.712 0.004
2898.65292 14.706 0.004
2898.66551 14.707 0.004
2898.67183 14.705 0.004
2904.56244 14.711 0.004
2909.55697 14.716 0.004
2917.59691 14.701 0.004
2930.53952 14.711 0.004
3058.86781 14.710 0.003
3063.89141 14.706 0.003
3067.86628 14.720 0.003
3070.82622 14.713 0.004
3072.90503 14.707 0.003
3075.80191 14.706 0.004
3079.85839 14.702 0.003
3082.82125 14.695 0.003
3084.87685 14.712 0.003
3086.81088 14.718 0.003
3088.76855 14.700 0.003
3089.87786 14.700 0.003
3091.79502 14.699 0.003
3096.83249 14.703 0.003
3098.87996 14.698 0.003
3100.83033 14.707 0.003
3102.79370 14.707 0.003
3103.86445 14.699 0.003
3106.80141 14.710 0.004
3109.76554 14.710 0.003
3110.80501 14.709 0.003
3111.83904 14.705 0.003
3112.81234 14.692 0.003
3113.84622 14.690 0.003
3114.75630 14.696 0.003
3115.83885 14.709 0.003
3118.90036 14.706 0.003
3122.88384 14.710 0.004
3125.84039 14.741 0.004
3126.86973 14.718 0.004
3127.77530 14.712 0.003
3128.79368 14.711 0.003
3129.76833 14.711 0.003
3131.65597 14.715 0.004
3134.73615 14.718 0.004
3134.85356 14.715 0.004
3135.83658 14.709 0.003
3137.91213 14.696 0.003
3138.79639 14.712 0.003
3139.84058 14.715 0.003
3140.84799 14.722 0.003
3142.74017 14.713 0.003
3144.76081 14.712 0.003
3146.73886 14.702 0.004
3151.72305 14.745 0.004
3152.72681 14.715 0.003
3152.94018 14.719 0.004
3153.73079 14.709 0.004
3154.79172 14.718 0.004
3156.77431 14.725 0.003
3158.84937 14.727 0.004
3162.78580 14.705 0.003
3163.74709 14.706 0.003
3164.70539 14.702 0.003
3165.77669 14.703 0.003
3166.86826 14.707 0.004
3168.56433 14.715 0.003
3168.90256 14.693 0.003
3169.69919 14.707 0.003
3170.77688 14.697 0.003
3171.87203 14.706 0.003
3172.71997 14.724 0.003
3174.68294 14.716 0.003
3175.69225 14.723 0.003
3176.73527 14.725 0.004
3178.75343 14.714 0.003
3179.76641 14.715 0.003
3180.67915 14.716 0.003
3182.74631 14.696 0.003
3183.70482 14.700 0.003
3184.67230 14.702 0.003
3185.83694 14.712 0.003
3193.50606 14.723 0.004
3193.61038 14.707 0.003
3194.61553 14.707 0.003
3195.67198 14.712 0.003
3196.71571 14.719 0.003
3197.61568 14.709 0.003
3199.76047 14.710 0.004
3202.51128 14.720 0.003
3203.63228 14.715 0.003
3204.59317 14.701 0.003
3205.73488 14.706 0.003
3206.64247 14.692 0.003
3209.68555 14.687 0.004
3210.63058 14.689 0.003
3217.62498 14.715 0.003
3218.62437 14.703 0.003
3219.72784 14.711 0.004
3223.62175 14.704 0.004
3224.67149 14.707 0.003
3226.58471 14.718 0.003
3228.57286 14.719 0.003
3229.61582 14.707 0.003
3231.54064 14.712 0.003
3232.56927 14.697 0.004
3238.59018 14.703 0.003
3239.54996 14.699 0.003
3240.62667 14.694 0.003
3241.62569 14.715 0.004
3245.52007 14.700 0.003
3246.63216 14.701 0.004
3247.64765 14.703 0.003
3249.49920 14.711 0.003
3250.62681 14.719 0.003
3256.60299 14.705 0.004
3259.59520 14.699 0.003
3267.50219 14.694 0.003
3272.56116 14.708 0.004
3274.60159 14.710 0.004
3278.57334 14.703 0.003
3281.55409 14.694 0.003
3288.51562 14.701 0.003
3293.49047 14.689 0.003
3295.49495 14.698 0.003
3299.49834 14.689 0.003
3312.50741 14.706 0.004
3416.88948 14.690 0.003
3421.87124 14.701 0.003
3425.89069 14.714 0.004
3432.86029 14.701 0.003
3442.86095 14.716 0.003
3444.91384 14.714 0.003
3447.82699 14.707 0.003
3449.83985 14.715 0.003
3452.86045 14.715 0.003
3454.91399 14.713 0.003
3458.77308 14.718 0.003
3459.82073 14.714 0.003
3468.84950 14.706 0.003
3469.85641 14.705 0.003
3471.88395 14.701 0.003
3473.85194 14.704 0.003
3474.87537 14.704 0.003
3476.74812 14.692 0.003
3478.76384 14.695 0.003
